Parameter,Value
num_simulations,1000
num_iterations,100
prob_spread,0.5
wind_direction,None
wind_intensity,0.0
num_obstacles,10
start_date,2015-02-10
end_date,2015-02-11
location,Chingaza National Park
display_simulations,False
auto_close_simulations,False
custom_csv_name,False
csv_name,results.csv
simulation_mode,hourly

Hourly Parameters
temperature_2m,True
relative_humidity_2m,True
wind_speed_10m,True
wind_direction_10m,True
soil_temperature_0_to_7cm,True
soil_temperature_7_to_28cm,True

Simulation,Burnt Trees,Iterations to Extinguish,Max Fire Size
167,541,57,541
168,62,20,49
169,478,30,478
170,570,63,570
171,24,12,23
172,579,85,579
173,365,33,365
174,289,38,208
175,172,24,170
176,651,44,651
177,350,39,350
178,330,29,328
179,661,88,661
180,501,58,501
181,316,58,305
182,710,59,710
183,549,63,549
184,360,34,278
185,770,48,770
186,614,60,614
187,648,47,648
188,603,64,603
189,671,73,671
190,537,71,537
191,432,38,432
192,609,89,609
193,196,34,190
194,363,45,363
195,704,72,704
196,457,47,457
197,200,24,190
198,851,64,851
199,644,59,630
200,879,67,879
201,696,61,696
202,581,47,581
203,446,43,446
204,836,80,836
205,746,53,746
206,238,25,182
207,646,76,634
208,713,52,713
209,601,62,601
210,373,34,373
211,364,37,364
212,583,43,583
213,381,33,270
214,474,41,474
215,540,45,540
216,645,62,645
217,667,70,667
218,391,60,379
219,356,33,356
220,410,31,410
221,355,44,355
222,786,58,786
223,677,61,677
224,474,33,474
225,192,26,191
226,694,62,694
227,722,101,722
228,565,36,565
229,632,59,632
230,600,47,600
231,432,49,432
232,859,66,859
233,312,30,312
234,579,56,579
235,235,20,232
236,497,101,496
237,550,69,550
238,405,28,405
239,435,48,435
240,321,26,321
241,627,73,627
242,606,97,606
243,592,62,592
244,471,61,430
245,34,13,29
246,599,43,599
247,465,48,465
248,451,41,379
249,800,51,800
250,462,58,462
251,652,54,652
252,663,44,663
253,579,46,579
254,314,30,314
255,778,78,778
256,485,52,484
257,551,68,276
258,601,46,601
259,614,49,614
260,655,66,655
261,272,29,191
262,283,32,283
263,589,67,589
264,648,39,648
265,723,82,723
266,198,26,198
267,427,39,409
268,842,51,842
269,377,30,377
270,551,54,551
271,786,90,786
272,682,89,682
273,80,15,42
274,634,52,634
275,453,42,453
276,653,48,653
277,781,52,781
278,461,31,461
279,369,32,369
280,586,45,586
281,705,70,705
282,687,48,687
283,686,84,679
284,244,47,244
285,595,47,595
286,869,56,869
287,767,49,767
288,682,48,682
289,716,48,716
290,575,69,575
291,367,32,367
292,487,61,487
293,439,31,328
294,583,48,583
295,338,50,337
296,364,34,364
297,417,44,311
298,547,59,543
299,666,94,666
300,630,61,630
301,759,52,759
302,434,52,433
303,126,19,66
304,362,38,362
305,223,48,222
306,803,58,803
307,755,62,755
308,265,37,167
309,347,35,347
310,725,75,725
311,733,48,733
312,175,28,164
313,461,59,461
314,751,56,751
315,116,24,115
316,316,34,161
317,650,57,650
318,668,65,668
319,459,48,459
320,509,54,509
321,402,41,402
322,582,50,582
323,309,36,309
324,611,44,610
325,753,48,753
326,568,58,568
327,581,61,581
328,369,38,304
329,247,35,244
330,334,45,329
331,881,57,881
332,585,46,585
333,682,52,682
334,634,44,634
335,399,36,399
336,611,50,611
337,679,70,679
338,839,60,839
339,759,41,759
340,635,69,635
341,384,49,361
342,582,43,582
343,849,68,849
344,555,54,468
345,678,46,678
346,570,54,570
347,496,69,496
348,279,25,279
349,640,49,640
350,645,97,645
351,710,53,710
352,152,28,116
353,522,68,522
354,462,45,462
355,725,55,725
356,605,36,605
357,313,33,313
358,311,42,310
359,626,72,626
360,150,24,149
361,840,82,840
362,712,55,712
363,687,58,687
364,358,42,356
365,573,66,544
366,489,31,489
367,384,39,384
368,627,92,627
369,447,68,447
370,407,48,407
371,846,63,846
372,772,63,772
373,327,32,325
374,11,6,6
375,83,20,70
376,696,49,696
377,832,71,831
378,229,50,225
379,238,41,238
380,166,26,164
381,760,46,760
382,657,101,657
383,235,28,172
384,606,60,606
385,432,42,432
386,532,62,532
387,783,48,783
388,550,68,550
389,167,19,111
390,411,47,411
391,626,66,626
392,418,56,417
393,558,60,558
394,447,35,447
395,778,46,778
396,491,44,491
397,692,63,692
398,399,48,206
399,368,30,368
400,864,67,864
401,513,46,513
402,716,50,716
403,463,38,463
404,474,50,466
405,306,30,306
406,868,59,868
407,535,82,413
408,118,34,113
409,615,55,615
410,275,26,275
411,498,40,498
412,777,77,777
413,397,65,397
414,521,45,521
415,561,63,561
416,80,27,66
417,535,81,535
418,633,36,633
419,138,33,118
420,651,62,651
421,305,38,305
422,862,54,862
423,512,44,512
424,326,30,326
425,567,29,567
426,793,65,793
427,320,44,319
428,112,23,108
429,478,57,429
430,166,39,158
431,371,49,371
432,222,38,129
433,513,50,513
434,384,37,384
435,412,64,408
436,754,70,754
437,407,36,248
438,382,58,382
439,716,54,716
440,487,79,487
441,731,60,731
442,685,46,685
443,119,22,117
444,658,80,658
445,98,15,61
446,89,27,83
447,519,61,519
448,269,32,255
449,583,54,583
450,810,68,810
451,337,40,312
452,456,52,456
453,510,32,509
454,78,18,64
455,646,53,646
456,580,46,580
457,704,58,704
458,519,64,519
459,803,50,803
460,769,63,769
461,612,78,605
462,333,30,331
463,396,52,396
464,354,52,329
465,521,27,521
466,534,47,534
467,554,38,554
468,770,48,770
469,387,77,289
470,782,67,782
471,357,51,356
472,652,89,652
473,576,85,576
474,734,71,676
475,823,60,823
476,458,49,458
477,401,64,379
478,631,58,628
479,693,61,693
480,727,84,727
481,195,24,98
482,580,78,580
483,592,80,592
484,361,45,361
485,183,20,96
486,240,41,233
487,649,66,649
488,820,75,820
489,848,59,848
490,450,49,450
491,587,61,587
492,328,46,328
493,639,101,639
494,668,83,667
495,789,52,789
496,355,41,239
497,203,35,130
498,749,70,749
499,329,51,329
500,418,48,418
501,638,78,638
502,782,98,782
503,743,74,742
504,438,29,438
505,170,30,165
506,82,20,47
507,697,83,697
508,734,50,734
509,246,34,212
510,414,37,379
511,317,39,313
512,264,49,264
513,708,52,708
514,563,44,563
515,584,66,584
516,293,29,246
517,468,45,415
518,249,21,198
519,631,46,631
520,107,34,77
521,597,59,597
522,596,54,596
523,391,26,263
524,659,73,659
525,665,41,665
526,423,45,360
527,819,55,819
528,595,40,595
529,558,47,558
530,527,50,527
531,496,38,496
532,398,43,246
533,780,49,780
534,238,22,154
535,745,55,745
536,543,40,543
537,733,49,733
538,653,57,653
539,426,41,263
540,763,56,758
541,764,54,764
542,716,44,716
543,835,69,835
544,524,58,524
545,19,8,13
546,329,32,329
547,475,37,475
548,514,60,514
549,323,34,270
550,88,22,86
551,530,61,530
552,702,58,702
553,723,39,723
554,536,36,536
555,496,54,496
556,848,73,848
557,684,87,684
558,238,22,140
559,476,47,476
560,243,33,243
561,648,65,648
562,781,83,781
563,703,57,703
564,682,47,682
565,507,47,507
566,820,60,820
567,361,31,221
568,532,58,532
569,213,21,198
570,599,101,599
571,612,69,612
572,520,35,520
573,818,62,818
574,541,51,541
575,676,65,676
576,304,34,291
577,163,33,123
578,476,50,476
579,771,53,771
580,446,72,446
581,63,17,35
582,501,64,501
583,355,42,350
584,853,65,853
585,734,53,734
586,606,80,606
587,653,69,653
588,586,49,537
589,167,31,85
590,458,41,458
591,497,65,492
592,139,26,124
593,259,51,257
594,640,43,640
595,729,53,729
596,589,67,589
597,763,77,763
598,472,34,472
599,679,69,679
600,320,30,275
601,441,72,440
602,720,91,720
603,193,24,162
604,509,88,509
605,502,31,502
606,232,22,122
607,810,58,810
608,410,49,205
609,828,46,828
610,452,44,452
611,628,51,628
612,665,85,665
613,774,84,774
614,425,40,424
615,536,41,536
616,674,101,674
617,637,40,637
618,336,40,329
619,581,73,581
620,713,56,713
621,18,7,12
622,426,54,426
623,443,65,443
624,602,80,602
625,292,37,292
626,593,59,391
627,830,55,830
628,707,68,707
629,470,60,460
630,483,53,483
631,487,50,487
632,248,33,248
633,410,46,354
634,492,46,492
635,808,50,808
636,528,42,528
637,564,62,564
638,649,56,649
639,877,66,877
640,297,30,297
641,594,79,594
642,491,43,491
643,791,58,791
644,270,41,262
645,497,53,491
646,582,86,581
647,549,79,549
648,672,87,672
649,634,66,634
650,493,73,492
651,92,29,89
652,537,54,537
653,747,68,747
654,790,50,790
655,670,56,670
656,503,47,503
657,494,52,494
658,775,57,775
659,372,41,372
660,48,11,26
661,800,47,800
662,576,48,575
663,674,54,674
664,543,41,543
665,696,49,696
666,294,26,293
667,526,85,526
668,688,42,688
669,377,32,377
670,561,31,561
671,421,33,421
672,483,34,483
673,535,45,535
674,504,60,500
675,335,44,330
676,659,59,659
677,696,45,696
678,553,43,553
679,629,53,629
680,521,51,521
681,651,74,651
682,558,72,558
683,369,44,368
684,382,33,379
685,697,41,697
686,829,70,829
687,650,47,649
688,310,40,258
689,666,53,666
690,731,69,731
691,191,23,149
692,550,51,550
693,448,53,448
694,332,35,240
695,696,50,696
696,12,7,10
697,201,28,199
698,746,58,746
699,464,64,456
700,580,40,580
701,618,52,618
702,739,82,739
703,701,68,701
704,568,62,568
705,290,34,290
706,551,53,551
707,583,60,583
708,423,41,423
709,185,36,183
710,642,53,642
711,637,72,637
712,257,36,257
713,279,20,162
714,507,44,504
715,279,39,277
716,661,41,661
717,620,71,620
718,591,44,591
719,739,82,739
720,550,88,550
721,714,60,714
722,817,60,817
723,692,46,692
724,370,43,368
725,389,31,389
726,729,51,727
727,716,78,716
728,155,25,132
729,829,63,829
730,756,73,756
731,503,53,503
732,247,42,247
733,462,30,462
734,639,74,639
735,466,41,461
736,253,48,253
737,450,45,450
738,502,50,408
739,668,66,668
740,628,34,628
741,327,40,251
742,715,51,715
743,747,66,747
744,759,75,759
745,852,64,852
746,227,34,216
747,679,81,679
748,782,59,782
749,658,60,658
750,568,79,568
751,579,61,579
752,615,92,615
753,752,83,752
754,520,62,520
755,607,53,607
756,674,84,673
757,527,57,527
758,445,31,397
759,617,55,617
760,713,57,713
761,597,45,597
762,442,60,442
763,394,29,394
764,382,40,382
765,395,69,395
766,571,36,571
767,630,44,630
768,671,46,671
769,631,73,631
770,665,75,665
771,580,40,580
772,431,31,431
773,324,51,321
774,418,51,309
775,739,47,739
776,227,29,213
777,475,41,475
778,532,47,532
779,694,74,694
780,638,53,638
781,287,30,287
782,907,63,907
783,644,45,644
784,676,65,676
785,206,25,203
786,231,31,123
787,622,55,622
788,229,31,110
789,459,43,459
790,589,37,587
791,415,40,411
792,340,39,255
793,820,55,820
794,106,19,104
795,366,62,366
796,660,44,660
797,425,53,425
798,435,44,228
799,818,62,818
800,331,37,331
801,615,51,453
802,480,55,480
803,517,45,517
804,127,19,99
805,288,39,146
806,740,49,740
807,396,44,396
808,799,59,799
809,326,40,326
810,122,20,113
811,721,43,721
812,298,40,278
813,631,61,610
814,736,76,736
815,520,38,517
816,322,51,321
817,625,41,625
818,38,17,32
819,241,30,239
820,791,46,791
821,589,72,589
822,559,48,559
823,439,33,439
824,569,55,569
825,349,28,349
826,309,46,302
827,779,68,779
828,216,30,182
829,759,69,759
830,733,83,733
831,794,90,794
832,537,49,537
833,338,51,336
834,662,65,662
835,314,47,314
836,147,23,144
837,712,50,712
838,603,73,603
839,405,46,405
840,505,35,505
841,481,76,481
842,508,59,506
843,631,46,631
844,463,51,463
845,239,32,238
846,605,50,605
847,374,53,374
848,538,43,538
849,722,79,722
850,870,77,870
851,527,49,527
852,142,22,117
853,423,36,419
854,203,19,170
855,348,35,260
856,699,62,698
857,590,60,590
858,635,67,635
859,375,58,316
860,407,40,353
861,779,54,779
862,375,33,374
863,682,63,682
864,261,36,193
865,663,38,663
866,271,38,234
867,152,28,100
868,788,58,788
869,767,40,767
870,337,49,337
871,402,39,322
872,415,79,394
873,703,80,703
874,356,47,356
875,690,54,690
876,124,27,74
877,418,50,418
878,652,52,652
879,803,101,803
880,580,42,580
881,254,36,254
882,456,66,456
883,737,96,737
884,579,44,579
885,546,46,546
886,283,38,282
887,692,97,692
888,449,52,449
889,289,37,289
890,475,42,475
891,566,51,449
892,76,16,49
893,292,38,292
894,719,58,719
895,263,43,260
896,341,29,341
897,609,64,609
898,711,44,711
899,299,36,158
900,547,58,547
901,408,34,408
902,307,39,287
903,632,47,632
904,312,34,289
905,651,65,651
906,678,58,678
907,207,31,194
908,531,66,531
909,605,70,602
910,679,77,679
911,737,90,737
912,141,29,137
913,660,52,660
914,431,38,431
915,303,33,216
916,657,47,657
917,839,84,839
918,681,71,681
919,688,46,688
920,687,89,687
921,238,35,136
922,696,85,696
923,701,65,701
924,277,50,277
925,754,52,754
926,698,58,698
927,413,32,313
928,799,52,799
929,432,46,356
930,764,74,764
931,781,77,781
932,398,46,306
933,516,47,516
934,482,50,482
935,521,44,307
936,582,37,582
937,545,46,545
938,697,61,697
939,418,55,418
940,400,41,400
941,448,31,448
942,658,62,657
943,194,28,122
944,523,46,523
945,827,64,827
946,228,33,204
947,632,74,632
948,666,66,666
949,292,30,292
950,280,50,280
951,618,43,618
952,605,64,605
953,597,59,597
954,598,38,494
955,523,70,523
956,7,4,3
957,732,51,732
958,321,27,321
959,568,35,568
960,316,28,316
961,670,85,670
962,462,51,462
963,754,74,754
964,542,65,542
965,640,39,640
966,668,63,668
967,555,54,555
968,805,51,805
969,370,47,370
970,701,39,701
971,656,84,656
972,331,52,297
973,197,33,196
974,180,23,119
975,851,74,851
976,759,52,759
977,423,37,423
978,531,31,531
979,494,67,482
980,505,38,505
981,355,37,355
982,686,79,686
983,630,52,630
984,751,55,751
985,449,71,429
986,447,39,447
987,255,35,255
988,609,49,609
989,486,42,486
990,642,76,642
991,679,62,679
992,581,41,581
993,621,51,621
994,458,47,458
995,396,57,396
996,286,36,286
997,752,67,752
998,647,73,647
999,488,40,488
